time,ax,ay,az,atotal
7.343,0.1,1.3,0.48,1.39
7.363,0.21,1.33,0.25,1.36
7.383,0.15,1.64,-0.08,1.65
7.403,-0.02,2.32,-0.49,2.37
7.423,-0.16,3.45,-0.92,3.57
7.443,-0.23,4.72,-1.1,4.86
7.463,-0.19,4.59,-0.43,4.62
7.483,-0.62,3.74,0.32,3.8
7.503,-0.72,2.37,0.07,2.48
7.523,-0.28,0.88,-0.73,1.18
7.543,0.47,-0.39,-1.43,1.55
7.563,0.82,-0.95,-1.84,2.23
7.583,0.84,-0.61,-1.92,2.18
7.603,0.78,-0.16,-1.43,1.64
7.623,0.61,-0.28,-0.76,1.01
7.643,0.13,-0.54,-0.47,0.73
7.663,-0.29,-0.9,-0.52,1.08
7.683,-0.36,-1.33,-0.71,1.55
7.703,-0.23,-1.58,-0.87,1.82
7.723,-0.01,-1.73,-0.94,1.97
7.742,0.2,-1.81,-1.0,2.08
7.763,0.15,-1.83,-0.97,2.08
7.782,-0.21,-1.94,-0.93,2.16
7.802,-0.58,-1.98,-0.96,2.28
7.822,-0.64,-1.86,-1.04,2.23
7.842,-0.44,-1.67,-1.08,2.04
7.862,-0.09,-1.33,-1.06,1.71
7.882,0.58,-0.89,-0.95,1.42
7.902,0.94,-0.57,-0.89,1.41
7.922,1.08,-0.34,-0.79,1.38
7.942,1.06,-0.28,-0.71,1.31
7.962,1.05,-0.3,-0.73,1.32
7.982,0.91,-0.27,-0.65,1.15
8.002,0.68,-0.13,-0.43,0.81
8.022,0.31,-0.04,-0.34,0.47
8.042,0.03,-0.04,-0.39,0.39
8.062,-0.1,-0.17,-0.49,0.53
8.082,-0.18,-0.35,-0.49,0.63
8.102,-0.16,-0.46,-0.44,0.66
8.122,-0.12,-0.39,-0.42,0.59
8.142,0.01,-0.17,-0.42,0.45
8.162,0.16,-0.13,-0.41,0.46
8.182,0.18,-0.29,-0.28,0.44
8.202,0.11,-0.39,-0.23,0.47
8.222,-0.01,-0.4,-0.2,0.45
8.242,-0.07,-0.14,-0.11,0.19
8.262,0.01,-0.0,-0.0,0.01
8.282,0.07,-0.07,0.03,0.1
8.302,0.03,-0.22,0.1,0.25
8.322,0.08,-0.22,0.17,0.29
8.342,0.17,-0.1,0.25,0.32
8.361,0.16,0.04,0.28,0.33
8.381,0.06,0.1,0.35,0.36
8.404,-0.01,0.04,0.36,0.36
8.424,0.08,0.04,0.27,0.28
8.444,0.37,0.05,0.24,0.44
8.464,0.74,0.04,0.22,0.77
8.484,1.13,-0.07,0.27,1.17
8.504,1.15,0.19,0.13,1.17
8.524,0.96,0.42,-0.05,1.05
8.544,0.48,0.24,-0.23,0.58
8.564,-0.1,-0.02,-0.2,0.23
8.584,-0.38,-0.14,-0.03,0.4
8.603,-0.42,-0.16,0.15,0.47
8.624,-0.16,-0.24,0.31,0.43
8.644,0.31,-0.36,0.23,0.53
8.664,0.57,-0.55,-0.04,0.79
8.684,0.56,-0.65,-0.12,0.86
8.704,0.45,-0.45,0.1,0.65
8.724,0.32,-0.28,0.34,0.55
8.744,0.11,-0.21,0.51,0.56
8.763,0.12,-0.08,0.59,0.61
8.783,0.33,0.1,0.5,0.61
8.803,0.54,0.28,0.43,0.75
8.823,0.6,0.52,0.39,0.89
8.843,0.25,0.87,0.29,0.95
8.863,-0.01,0.99,0.33,1.05
8.883,-0.01,1.13,0.4,1.2
8.903,0.16,1.54,0.47,1.62
8.923,0.39,2.05,0.73,2.21
8.943,0.41,2.61,0.82,2.77
8.963,0.16,3.2,0.53,3.25
8.983,0.16,3.62,-0.13,3.63
9.003,0.11,3.76,-0.55,3.8
9.023,-0.12,3.74,-0.41,3.76
9.043,-0.43,3.23,-0.48,3.29
9.063,-0.53,2.17,-0.93,2.42
9.083,-0.6,0.58,-1.24,1.49
9.103,-0.64,-0.67,-1.34,1.63
9.123,-0.44,-0.86,-1.34,1.66
9.143,-0.47,-0.37,-1.26,1.4
9.163,-0.78,-0.22,-1.0,1.29
9.183,-0.94,-0.48,-0.72,1.28
9.203,-0.64,-1.06,-0.67,1.4
9.222,-0.16,-1.7,-0.82,1.9
9.242,0.1,-2.37,-1.03,2.58
9.263,0.06,-2.88,-1.08,3.08
9.282,-0.09,-3.01,-1.0,3.17
9.302,-0.44,-2.92,-0.95,3.11
9.322,-0.71,-2.61,-0.9,2.85
9.342,-0.58,-2.1,-0.81,2.33
9.362,-0.14,-1.42,-0.7,1.59
9.382,0.27,-0.93,-0.68,1.18
9.402,0.56,-0.55,-0.72,1.06
9.422,0.45,-0.17,-0.93,1.05
9.442,-0.05,-0.11,-1.05,1.06
9.462,-0.6,-0.12,-0.69,0.93
9.482,-1.1,0.01,-0.04,1.1
9.502,-1.29,0.06,0.15,1.3
9.522,-1.04,0.04,-0.14,1.05
9.542,-0.49,-0.18,-0.49,0.71
9.562,0.17,-0.54,-0.49,0.75
9.582,0.57,-0.75,-0.36,1.01
9.602,0.57,-0.82,-0.29,1.03
9.622,0.33,-0.76,-0.26,0.87
9.642,-0.32,-0.66,-0.17,0.75
9.662,-0.79,-0.45,-0.09,0.92
9.682,-0.89,-0.3,-0.07,0.95
9.702,-0.66,-0.12,-0.11,0.68
